ingredient,predicate,disease,pmid,year,pubmed_url,title
mannitol,associated_with,heart disease,39586725,2024,https://pubmed.ncbi.nlm.nih.gov/39586725/,[platelet/white blood cell ratio in the prediction of postoperative acute kidney injury of patients].
mannitol,associated_with,coronary heart disease,39586725,2024,https://pubmed.ncbi.nlm.nih.gov/39586725/,[platelet/white blood cell ratio in the prediction of postoperative acute kidney injury of patients].
mannitol,associated_with,hypertension,39586725,2024,https://pubmed.ncbi.nlm.nih.gov/39586725/,[platelet/white blood cell ratio in the prediction of postoperative acute kidney injury of patients].
dark chocolate,associated_with,heart disease,20858571,2011,https://pubmed.ncbi.nlm.nih.gov/20858571/,"chocolate consumption is inversely associated with prevalent coronary heart disease: the national heart, lung, and blood institute family heart study."
dark chocolate,associated_with,blood pressure,20858571,2011,https://pubmed.ncbi.nlm.nih.gov/20858571/,"chocolate consumption is inversely associated with prevalent coronary heart disease: the national heart, lung, and blood institute family heart study."
dark chocolate,associated_with,coronary heart disease,20858571,2011,https://pubmed.ncbi.nlm.nih.gov/20858571/,"chocolate consumption is inversely associated with prevalent coronary heart disease: the national heart, lung, and blood institute family heart study."
dark chocolate,associated_with,cardiovascular disease,20858571,2011,https://pubmed.ncbi.nlm.nih.gov/20858571/,"chocolate consumption is inversely associated with prevalent coronary heart disease: the national heart, lung, and blood institute family heart study."
red wine,associated_with,heart disease,34771156,2021,https://pubmed.ncbi.nlm.nih.gov/34771156/,"based on multi-activity integrated strategy to screening, characterization and quantification of bioactive compounds from red wine."
red wine,associated_with,coronary heart disease,34771156,2021,https://pubmed.ncbi.nlm.nih.gov/34771156/,"based on multi-activity integrated strategy to screening, characterization and quantification of bioactive compounds from red wine."
erythritol,associated_with,heart disease,39983608,2025,https://pubmed.ncbi.nlm.nih.gov/39983608/,"erythritol, erythronate, and cardiovascular outcomes in older adults in the aric study."
erythritol,associated_with,coronary heart disease,39983608,2025,https://pubmed.ncbi.nlm.nih.gov/39983608/,"erythritol, erythronate, and cardiovascular outcomes in older adults in the aric study."
erythritol,associated_with,hypertension,39983608,2025,https://pubmed.ncbi.nlm.nih.gov/39983608/,"erythritol, erythronate, and cardiovascular outcomes in older adults in the aric study."
erythritol,associated_with,stroke,39983608,2025,https://pubmed.ncbi.nlm.nih.gov/39983608/,"erythritol, erythronate, and cardiovascular outcomes in older adults in the aric study."
erythritol,associated_with,diabetes,39983608,2025,https://pubmed.ncbi.nlm.nih.gov/39983608/,"erythritol, erythronate, and cardiovascular outcomes in older adults in the aric study."
erythritol,associated_with,cardiovascular disease,39983608,2025,https://pubmed.ncbi.nlm.nih.gov/39983608/,"erythritol, erythronate, and cardiovascular outcomes in older adults in the aric study."
tea,associated_with,heart disease,41152040,2025,https://pubmed.ncbi.nlm.nih.gov/41152040/,black tea consumption and the risk of coronary heart disease: a systematic review and meta-analysis of cohort studies.
tea,associated_with,coronary heart disease,41152040,2025,https://pubmed.ncbi.nlm.nih.gov/41152040/,black tea consumption and the risk of coronary heart disease: a systematic review and meta-analysis of cohort studies.
dha,associated_with,chronic kidney disease,41151163,2025,https://pubmed.ncbi.nlm.nih.gov/41151163/,admission plasma levels of fatty acids and kidney function in patients with st-segment elevation myocardial infarction.
dha,associated_with,kidney disease,41151163,2025,https://pubmed.ncbi.nlm.nih.gov/41151163/,admission plasma levels of fatty acids and kidney function in patients with st-segment elevation myocardial infarction.
dha,associated_with,heart disease,41151163,2025,https://pubmed.ncbi.nlm.nih.gov/41151163/,admission plasma levels of fatty acids and kidney function in patients with st-segment elevation myocardial infarction.
dha,associated_with,coronary heart disease,41151163,2025,https://pubmed.ncbi.nlm.nih.gov/41151163/,admission plasma levels of fatty acids and kidney function in patients with st-segment elevation myocardial infarction.
polyunsaturated fatty acids,associated_with,chronic kidney disease,41151163,2025,https://pubmed.ncbi.nlm.nih.gov/41151163/,admission plasma levels of fatty acids and kidney function in patients with st-segment elevation myocardial infarction.
polyunsaturated fatty acids,associated_with,kidney disease,41151163,2025,https://pubmed.ncbi.nlm.nih.gov/41151163/,admission plasma levels of fatty acids and kidney function in patients with st-segment elevation myocardial infarction.
polyunsaturated fatty acids,associated_with,heart disease,41151163,2025,https://pubmed.ncbi.nlm.nih.gov/41151163/,admission plasma levels of fatty acids and kidney function in patients with st-segment elevation myocardial infarction.
polyunsaturated fatty acids,associated_with,coronary heart disease,41151163,2025,https://pubmed.ncbi.nlm.nih.gov/41151163/,admission plasma levels of fatty acids and kidney function in patients with st-segment elevation myocardial infarction.
black tea,associated_with,heart disease,41152040,2025,https://pubmed.ncbi.nlm.nih.gov/41152040/,black tea consumption and the risk of coronary heart disease: a systematic review and meta-analysis of cohort studies.
black tea,associated_with,coronary heart disease,41152040,2025,https://pubmed.ncbi.nlm.nih.gov/41152040/,black tea consumption and the risk of coronary heart disease: a systematic review and meta-analysis of cohort studies.
epa,risk_factor_for,inflammatory bowel disease,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
epa,risk_factor_for,ulcerative colitis,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
epa,risk_factor_for,crohn disease,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
epa,risk_factor_for,inflammatory bowel diseases,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
epa,risk_factor_for,crohn,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
dha,risk_factor_for,inflammatory bowel disease,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
dha,risk_factor_for,ulcerative colitis,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
dha,risk_factor_for,crohn disease,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
dha,risk_factor_for,inflammatory bowel diseases,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
dha,risk_factor_for,crohn,41029110,2025,https://pubmed.ncbi.nlm.nih.gov/41029110/,no causal relationship between polyunsaturated fatty acids and inflammatory bowel disease: a mendelian randomization study.
polysorbate 80,risk_factor_for,inflammatory bowel diseases,38519184,2024,https://pubmed.ncbi.nlm.nih.gov/38519184/,food additives impair gut microbiota from healthy individuals and ibd patients in a colonic in vitro fermentation model.
polysorbate 80,risk_factor_for,inflammatory bowel disease,38519184,2024,https://pubmed.ncbi.nlm.nih.gov/38519184/,food additives impair gut microbiota from healthy individuals and ibd patients in a colonic in vitro fermentation model.
sucralose,risk_factor_for,inflammatory bowel diseases,38519184,2024,https://pubmed.ncbi.nlm.nih.gov/38519184/,food additives impair gut microbiota from healthy individuals and ibd patients in a colonic in vitro fermentation model.
sucralose,risk_factor_for,inflammatory bowel disease,38519184,2024,https://pubmed.ncbi.nlm.nih.gov/38519184/,food additives impair gut microbiota from healthy individuals and ibd patients in a colonic in vitro fermentation model.
erythritol,risk_factor_for,inflammatory bowel disease,37604788,2023,https://pubmed.ncbi.nlm.nih.gov/37604788/,erythritol aggravates gut inflammation and anxiety-like behavioral disorders induced by acute dextran sulfate sodium administration in mice.
erythritol,risk_factor_for,obesity,37604788,2023,https://pubmed.ncbi.nlm.nih.gov/37604788/,erythritol aggravates gut inflammation and anxiety-like behavioral disorders induced by acute dextran sulfate sodium administration in mice.
erythritol,risk_factor_for,inflammatory bowel diseases,37604788,2023,https://pubmed.ncbi.nlm.nih.gov/37604788/,erythritol aggravates gut inflammation and anxiety-like behavioral disorders induced by acute dextran sulfate sodium administration in mice.
erythritol,risk_factor_for,anxiety,37604788,2023,https://pubmed.ncbi.nlm.nih.gov/37604788/,erythritol aggravates gut inflammation and anxiety-like behavioral disorders induced by acute dextran sulfate sodium administration in mice.
erythritol,risk_factor_for,cardiovascular disease,37604788,2023,https://pubmed.ncbi.nlm.nih.gov/37604788/,erythritol aggravates gut inflammation and anxiety-like behavioral disorders induced by acute dextran sulfate sodium administration in mice.
maltodextrin,risk_factor_for,inflammatory bowel diseases,38519184,2024,https://pubmed.ncbi.nlm.nih.gov/38519184/,food additives impair gut microbiota from healthy individuals and ibd patients in a colonic in vitro fermentation model.
maltodextrin,risk_factor_for,inflammatory bowel disease,38519184,2024,https://pubmed.ncbi.nlm.nih.gov/38519184/,food additives impair gut microbiota from healthy individuals and ibd patients in a colonic in vitro fermentation model.
monosodium glutamate,risk_factor_for,obesity,40281051,2025,https://pubmed.ncbi.nlm.nih.gov/40281051/,exploring the efficacy of benincasa hispida extract on obesity linked inflammatory bowel disease by integrating computational analysis and experimental validations.
monosodium glutamate,risk_factor_for,inflammatory bowel disease,40281051,2025,https://pubmed.ncbi.nlm.nih.gov/40281051/,exploring the efficacy of benincasa hispida extract on obesity linked inflammatory bowel disease by integrating computational analysis and experimental validations.
